Date,Visitor,Home,Visitor Q1,Visitor Q2,Visitor Q3,Visitor Q4,Visitor Total,Home Q1,Home Q2,Home Q3,Home Q4,Home Total,Visitor Pace,Visitor eFG%,Visitor TOV%,Visitor ORB%,Visitor FT/FGA,Visitor ORtg,Home Pace,Home eFG%,Home TOV%,Home ORB%,Home FT/FGA,Home ORtg
"Mon, Dec 11, 2023",Cleveland Cavaliers,Orlando Magic,29,25,15,25,94,22,29,30,23,104,92.4,0.406,12.3,36.7,0.294,101.7,92.4,0.506,12.8,28.6,0.226,112.5
"Mon, Dec 11, 2023",Washington Wizards,Philadelphia 76ers,27,19,21,34,101,43,32,37,34,146,107.3,0.476,18.2,25.5,0.235,94.1,107.3,0.653,11.7,22.5,0.232,136
"Mon, Dec 11, 2023",Denver Nuggets,Atlanta Hawks,28,37,38,26,129,36,26,24,36,122,98.3,0.602,13.7,38.9,0.261,131.2,98.3,0.547,8.8,27.1,0.177,124.1
"Mon, Dec 11, 2023",Toronto Raptors,New York Knicks,35,25,37,33,130,35,31,32,38,136,96.9,0.563,8.4,37.8,0.229,134.1,96.9,0.703,13.5,40,0.174,140.3
"Mon, Dec 11, 2023",San Antonio Spurs,Houston Rockets,21,26,15,20,82,19,32,18,24,93,101.3,0.385,15,16.7,0.172,80.9,101.3,0.409,13.6,26.3,0.183,91.8
"Mon, Dec 11, 2023",Dallas Mavericks,Memphis Grizzlies,29,38,29,24,120,24,27,28,34,113,100,0.599,15.3,26.3,0.198,120,100,0.562,15.8,23.3,0.146,113
"Mon, Dec 11, 2023",Chicago Bulls,Milwaukee Bucks,32,33,24,29,129,37,37,17,27,133,96.6,0.478,4.6,30,0.175,120.9,96.6,0.599,9.7,15.4,0.349,124.7
"Mon, Dec 11, 2023",Minnesota Timberwolves,New Orleans Pelicans,29,23,34,21,107,29,30,31,31,121,101.2,0.511,12.4,22.9,0.154,105.8,101.2,0.549,12.3,21.7,0.378,119.6
"Mon, Dec 11, 2023",Utah Jazz,Oklahoma City Thunder,20,32,23,45,120,34,32,45,23,134,106,0.543,14.4,22,0.217,113.2,106,0.615,10.4,17.9,0.167,126.4
"Mon, Dec 11, 2023",Brooklyn Nets,Sacramento Kings,18,30,37,33,118,26,28,44,33,131,99.3,0.557,11.8,23.3,0.227,118.9,99.3,0.644,11.5,24.4,0.106,132
"Mon, Dec 11, 2023",Portland Trail Blazers,Los Angeles Clippers,32,33,34,28,127,43,23,39,27,132,96.5,0.583,10.6,29.7,0.244,131.7,96.5,0.624,8.4,26.5,0.236,136.8
"Tue, Dec 12, 2023",Cleveland Cavaliers,Boston Celtics,31,29,32,21,113,21,38,35,26,120,97.8,0.582,11.9,15.4,0.065,115.5,97.8,0.56,13.6,29.3,0.31,122.6
"Tue, Dec 12, 2023",Los Angeles Lakers,Dallas Mavericks,26,35,34,30,125,34,37,22,34,127,96.8,0.621,13.2,29.4,0.132,129.1,96.8,0.612,9.2,28.6,0.202,131.2
"Tue, Dec 12, 2023",Denver Nuggets,Chicago Bulls,32,25,35,22,114,25,25,30,26,106,93.1,0.554,10.2,33.3,0.265,122.4,93.1,0.494,12.7,26.2,0.244,113.8
"Tue, Dec 12, 2023",Golden State Warriors,Phoenix Suns,25,31,31,29,116,25,28,35,31,119,103.8,0.533,12.6,27.7,0.196,111.7,103.8,0.536,13.2,15.6,0.345,114.6
"Tue, Dec 12, 2023",Sacramento Kings,Los Angeles Clippers,24,24,22,29,99,32,38,29,20,119,102.3,0.477,12.7,14,0.198,96.8,102.3,0.589,15.4,16.2,0.238,116.3
"Wed, Dec 13, 2023",Philadelphia 76ers,Detroit Pistons,39,31,34,25,129,26,30,24,31,111,101.8,0.58,9.7,25.6,0.322,126.7,101.8,0.5,9,12.2,0.261,109
"Wed, Dec 13, 2023",New Orleans Pelicans,Washington Wizards,28,47,35,32,142,30,34,29,29,122,104.5,0.604,8.4,25,0.271,135.9,104.5,0.628,13.9,7.7,0.232,116.7
"Wed, Dec 13, 2023",Charlotte Hornets,Miami Heat,23,22,25,34,104,22,34,35,24,115,97.9,0.61,20.4,11.8,0.13,106.2,97.9,0.564,19.6,38.6,0.209,117.4
"Wed, Dec 13, 2023",Atlanta Hawks,Toronto Raptors,39,27,29,33,128,31,33,39,32,135,101.3,0.57,6.1,25.5,0.14,126.3,101.3,0.678,13.3,23.7,0.195,133.2
"Wed, Dec 13, 2023",Memphis Grizzlies,Houston Rockets,23,20,38,23,104,29,28,25,35,117,102.9,0.488,10.2,10.4,0.293,101.1,102.9,0.523,15.7,30.6,0.314,113.7
"Wed, Dec 13, 2023",Indiana Pacers,Milwaukee Bucks,33,30,31,32,126,36,34,31,39,140,111.1,0.505,13.6,34,0.25,113.4,111.1,0.579,12.7,29.3,0.416,126.1
"Wed, Dec 13, 2023",Los Angeles Lakers,San Antonio Spurs,34,29,29,30,122,26,24,24,45,119,108.9,0.615,14,12.2,0.11,112,108.9,0.552,14.1,19.6,0.135,109.3
"Wed, Dec 13, 2023",Brooklyn Nets,Phoenix Suns,31,33,22,30,116,22,34,32,24,112,92.3,0.545,6.6,22.2,0.213,125.7,92.3,0.53,11.1,35,0.274,121.4
"Wed, Dec 13, 2023",New York Knicks,Utah Jazz,31,19,34,29,113,22,30,37,28,117,103.1,0.484,9.2,26.9,0.234,109.6,103.1,0.52,13,31.9,0.153,113.5
"Thu, Dec 14, 2023",Cleveland Cavaliers,Boston Celtics,24,30,33,20,107,33,32,25,26,116,93.9,0.548,15,22.5,0.193,113.9,93.9,0.582,12.2,30.2,0.2,123.5
"Thu, Dec 14, 2023",Chicago Bulls,Miami Heat,36,24,33,31,124,22,34,32,28,116,96.6,0.559,4.5,24.4,0.215,128.3,96.6,0.556,10.3,20,0.338,120.1
"Thu, Dec 14, 2023",Minnesota Timberwolves,Dallas Mavericks,26,33,28,32,119,30,30,22,19,101,101.3,0.58,14.7,28.6,0.193,117.4,101.3,0.512,15,10.8,0.193,99.7
"Thu, Dec 14, 2023",Brooklyn Nets,Denver Nuggets,22,17,28,34,101,29,23,38,34,124,100.6,0.453,13.4,33.3,0.158,100.4,100.6,0.535,7.7,25.5,0.182,123.2
"Thu, Dec 14, 2023",Utah Jazz,Portland Trail Blazers,38,31,34,19,122,30,24,22,38,114,94.9,0.592,10.1,31.7,0.141,128.6,94.9,0.495,9,39.6,0.117,120.1
"Thu, Dec 14, 2023",Oklahoma City Thunder,Sacramento Kings,30,23,39,31,123,29,30,41,28,128,106.8,0.485,10.9,30.8,0.235,115.2,106.8,0.589,14,28.2,0.168,119.8
"Thu, Dec 14, 2023",Golden State Warriors,Los Angeles Clippers,28,28,37,20,113,29,40,30,22,121,94.3,0.522,11.5,34.8,0.185,119.8,94.3,0.586,12.9,27,0.321,128.3
"Fri, Dec 15, 2023",New Orleans Pelicans,Charlotte Hornets,21,29,26,36,112,20,19,37,31,107,98,0.531,14.5,26.2,0.338,114.3,98,0.495,7.3,17.4,0.174,109.2
"Fri, Dec 15, 2023",Detroit Pistons,Philadelphia 76ers,22,17,23,30,92,26,35,33,30,124,103.4,0.457,18.7,15.6,0.222,89,103.4,0.49,9.7,31.4,0.286,119.9
"Fri, Dec 15, 2023",Indiana Pacers,Washington Wizards,37,18,32,36,123,30,39,39,29,137,112.3,0.519,11.6,25,0.112,109.6,112.3,0.636,15.5,22.2,0.217,122
"Fri, Dec 15, 2023",Orlando Magic,Boston Celtics,24,27,27,33,111,30,34,37,27,128,99.7,0.563,18.1,34.2,0.149,111.3,99.7,0.62,9.8,22,0.152,128.4
"Fri, Dec 15, 2023",Los Angeles Lakers,San Antonio Spurs,22,40,25,28,115,42,27,29,31,129,98.6,0.545,5.6,20,0.202,116.6,98.6,0.589,8,20.9,0.179,130.8
"Fri, Dec 15, 2023",Atlanta Hawks,Toronto Raptors,30,29,28,38,125,24,25,29,26,104,98.5,0.594,11.9,35.6,0.05,126.9,98.5,0.584,13.7,7.1,0.182,105.6
"Fri, Dec 15, 2023",Houston Rockets,Memphis Grizzlies,14,31,30,28,103,29,26,19,22,96,97.1,0.426,9.7,30,0.318,106.1,97.1,0.462,15.4,26.5,0.12,98.9
"Fri, Dec 15, 2023",New York Knicks,Phoenix Suns,31,32,34,42,139,30,38,31,23,122,96.4,0.701,10.4,28.1,0.293,144.1,96.4,0.583,10.8,25.6,0.189,126.5
"Sat, Dec 16, 2023",Detroit Pistons,Milwaukee Bucks,20,36,27,31,114,43,38,33,32,146,104.8,0.479,6.9,19.6,0.229,108.8,104.8,0.676,12.8,23.5,0.307,139.4
"Sat, Dec 16, 2023",Philadelphia 76ers,Charlotte Hornets,33,40,27,35,135,17,27,15,23,82,98.6,0.682,9.5,15.2,0.17,136.9,98.6,0.401,11.9,16.7,0.099,83.2
"Sat, Dec 16, 2023",Atlanta Hawks,Cleveland Cavaliers,28,24,29,38,119,41,29,22,35,127,97.3,0.571,10.3,16.2,0.259,122.3,97.3,0.564,9.3,39.1,0.129,130.5
"Sat, Dec 16, 2023",Chicago Bulls,Miami Heat,24,33,23,36,116,36,22,33,27,118,91.7,0.584,14.3,32.4,0.338,126.4,91.7,0.596,9.6,21.6,0.229,128.6
"Sat, Dec 16, 2023",Indiana Pacers,Minnesota Timberwolves,20,35,23,31,109,23,34,38,32,127,97.1,0.533,13.4,31.7,0.144,112.2,97.1,0.663,13.9,22.9,0.151,130.8
"Sat, Dec 16, 2023",Brooklyn Nets,Golden State Warriors,25,29,35,31,120,32,38,25,29,124,97.7,0.575,13.8,32.6,0.14,122.9,97.7,0.577,12.3,31.7,0.209,127
"Sat, Dec 16, 2023",Oklahoma City Thunder,Denver Nuggets,27,27,31,33,118,31,25,31,30,117,94.9,0.554,10.2,23.1,0.298,124.3,94.9,0.516,8,34,0.226,123.2
"Sat, Dec 16, 2023",Dallas Mavericks,Portland Trail Blazers,36,38,36,21,131,39,24,36,21,120,104.2,0.577,10.9,24.4,0.196,125.7,104.2,0.537,9.6,21.7,0.202,115.1
"Sat, Dec 16, 2023",Utah Jazz,Sacramento Kings,23,27,26,28,104,35,27,44,19,125,98.5,0.512,12,19.6,0.186,105.5,98.5,0.671,16.4,22.2,0.129,126.9
"Sat, Dec 16, 2023",New York Knicks,Los Angeles Clippers,33,33,32,24,122,35,42,37,30,144,100.9,0.527,8.7,26.1,0.245,120.9,100.9,0.659,8,22.9,0.318,142.8
"Sun, Dec 17, 2023",Orlando Magic,Boston Celtics,31,19,24,23,97,27,34,22,31,114,98.3,0.444,8.3,18.2,0.202,98.6,98.3,0.563,12.4,23.3,0.074,115.9
"Sun, Dec 17, 2023",New Orleans Pelicans,San Antonio Spurs,33,28,44,41,146,20,31,27,32,110,107.1,0.673,12.2,26.8,0.143,136.3,107.1,0.505,11.2,18.4,0.16,102.7
"Sun, Dec 17, 2023",Houston Rockets,Milwaukee Bucks,28,32,31,28,119,33,38,29,28,128,98.6,0.594,9.6,16.7,0.212,120.6,98.6,0.572,14,39,0.278,129.8
"Sun, Dec 17, 2023",Washington Wizards,Phoenix Suns,29,29,31,19,108,21,25,35,31,112,102.9,0.484,8.8,19.6,0.168,105,102.9,0.494,14.1,27.7,0.256,108.9
"Sun, Dec 17, 2023",Golden State Warriors,Portland Trail Blazers,27,38,24,29,118,23,26,35,30,114,96.9,0.603,12.8,28.2,0.149,121.7,96.9,0.547,12.8,22,0.247,117.6
"Mon, Dec 18, 2023",Houston Rockets,Cleveland Cavaliers,34,25,39,24,130,33,24,42,23,135,95.3,0.52,10.9,38.5,0.235,123.5,95.3,0.582,9.7,30.4,0.227,128.3
"Mon, Dec 18, 2023",Los Angeles Clippers,Indiana Pacers,37,40,37,37,151,38,28,28,33,127,101.5,0.668,9.2,37.8,0.204,148.8,101.5,0.579,9.5,25.6,0.179,125.1
"Mon, Dec 18, 2023",Chicago Bulls,Philadelphia 76ers,25,30,26,27,108,24,20,25,35,104,94.7,0.539,9.5,23.9,0.135,114.1,94.7,0.494,11.1,20.9,0.193,109.8
"Mon, Dec 18, 2023",Detroit Pistons,Atlanta Hawks,25,27,32,40,124,38,23,35,34,130,102,0.559,10.9,29.3,0.202,121.5,102,0.635,15.7,31.4,0.259,127.4
"Mon, Dec 18, 2023",Minnesota Timberwolves,Miami Heat,22,32,23,35,112,33,33,17,25,108,96.2,0.559,13,27.9,0.2,116.4,96.2,0.534,13.6,21.4,0.172,112.3
"Mon, Dec 18, 2023",Charlotte Hornets,Toronto Raptors,27,25,29,18,99,19,29,31,35,114,96.5,0.483,12.1,21.7,0.146,102.6,96.5,0.558,16.6,36.6,0.209,118.2
"Mon, Dec 18, 2023",Memphis Grizzlies,Oklahoma City Thunder,26,27,13,31,97,34,34,26,22,116,104.6,0.465,18.9,14,0.212,92.7,104.6,0.516,10.5,20.8,0.228,110.9
"Mon, Dec 18, 2023",Dallas Mavericks,Denver Nuggets,20,39,21,24,104,28,40,30,32,130,94.9,0.516,9.9,28.8,0.098,109.6,94.9,0.644,8.5,24.3,0.207,137
"Mon, Dec 18, 2023",Brooklyn Nets,Utah Jazz,28,31,23,26,108,28,26,34,37,125,99.3,0.522,12.4,22,0.156,108.7,99.3,0.571,12.1,32.4,0.231,125.9
"Mon, Dec 18, 2023",Washington Wizards,Sacramento Kings,31,25,35,40,131,27,39,46,31,143,105.1,0.624,10.9,13.2,0.294,124.7,105.1,0.615,5.9,20.9,0.2,136.1
"Mon, Dec 18, 2023",New York Knicks,Los Angeles Lakers,35,22,33,24,114,27,31,22,29,109,101.9,0.534,14,25.6,0.227,111.9,101.9,0.49,8.7,18,0.121,107
"Tue, Dec 19, 2023",Memphis Grizzlies,New Orleans Pelicans,25,16,36,38,115,21,39,27,26,113,95,0.561,16,31.7,0.28,121,95,0.535,10.3,27.5,0.259,118.9
"Tue, Dec 19, 2023",San Antonio Spurs,Milwaukee Bucks,26,33,26,34,119,44,28,35,25,132,109.4,0.526,13.2,18.2,0.188,108.7,109.4,0.557,5.8,20,0.132,120.6
"Tue, Dec 19, 2023",Boston Celtics,Golden State Warriors,40,25,32,24,126,30,32,24,35,132,95.5,0.487,6.2,30.5,0.132,119.5,95.5,0.55,8,32.7,0.11,125.2
"Tue, Dec 19, 2023",Phoenix Suns,Portland Trail Blazers,36,25,20,23,104,20,29,38,22,109,100.1,0.473,12.7,30.4,0.16,103.9,100.1,0.529,15.1,23.3,0.195,108.9
"Wed, Dec 20, 2023",Utah Jazz,Cleveland Cavaliers,27,29,37,23,116,36,26,30,32,124,98.1,0.596,15,16.7,0.295,118.2,98.1,0.589,10.4,30.4,0.115,126.4
"Wed, Dec 20, 2023",Charlotte Hornets,Indiana Pacers,29,31,26,27,113,31,40,36,37,144,95.9,0.516,10.4,34.8,0.158,117.8,95.9,0.725,12.2,27.6,0.35,150.1
"Wed, Dec 20, 2023",Miami Heat,Orlando Magic,25,43,21,26,115,24,26,22,34,106,92.1,0.572,10.5,22.7,0.241,124.8,92.1,0.511,11,34.1,0.169,115.1
"Wed, Dec 20, 2023",Minnesota Timberwolves,Philadelphia 76ers,24,36,27,26,113,28,36,26,37,127,100.7,0.567,17,23.7,0.244,112.2,100.7,0.583,10.9,18.9,0.345,126.1
"Wed, Dec 20, 2023",New York Knicks,Brooklyn Nets,32,28,30,31,121,20,31,26,25,102,100.1,0.532,9.4,27.3,0.211,120.9,100.1,0.441,9.2,28.8,0.129,101.9
"Wed, Dec 20, 2023",Denver Nuggets,Toronto Raptors,29,32,29,23,113,20,24,31,29,104,93.3,0.561,8.2,32.6,0.031,121.1,93.3,0.528,10.3,24.4,0.1,111.4
"Wed, Dec 20, 2023",Los Angeles Lakers,Chicago Bulls,22,33,23,30,108,33,28,29,34,124,102.8,0.511,12.2,16.3,0.128,105,102.8,0.648,14.7,17.9,0.114,120.6
"Wed, Dec 20, 2023",Atlanta Hawks,Houston Rockets,39,38,21,36,134,29,36,35,27,127,99,0.61,10.4,29.3,0.253,135.4,99,0.584,8.3,20,0.258,128.3
"Wed, Dec 20, 2023",Los Angeles Clippers,Dallas Mavericks,35,32,18,35,120,22,34,27,28,111,93.9,0.63,13.7,23.3,0.299,127.8,93.9,0.505,7.2,26,0.209,118.2
"Wed, Dec 20, 2023",Boston Celtics,Sacramento Kings,38,36,39,31,144,41,25,24,29,119,94.6,0.674,8.1,35.9,0.217,152.2,94.6,0.588,6.5,25,0.132,125.8
"Thu, Dec 21, 2023",Utah Jazz,Detroit Pistons,34,30,26,29,119,32,26,30,23,111,99.6,0.516,11.1,34.1,0.234,119.5,99.6,0.552,18.2,29.3,0.186,111.5
"Thu, Dec 21, 2023",New Orleans Pelicans,Cleveland Cavaliers,36,30,28,29,123,28,24,24,28,104,94,0.634,8.8,19.4,0.163,130.9,94,0.569,11.7,15.4,0.057,110.7
"Thu, Dec 21, 2023",San Antonio Spurs,Chicago Bulls,28,20,22,25,95,27,25,25,37,114,98.1,0.519,17.8,22.5,0.136,96.8,98.1,0.583,11.2,13.5,0.1,116.2
"Thu, Dec 21, 2023",Indiana Pacers,Memphis Grizzlies,22,34,21,26,103,35,23,28,30,116,99.5,0.522,15.2,26.7,0.1,103.6,99.5,0.607,17.7,22.9,0.167,116.6
"Thu, Dec 21, 2023",Orlando Magic,Milwaukee Bucks,31,25,26,32,114,28,31,32,27,118,102.5,0.495,6,24.1,0.162,111.2,102.5,0.483,11,23.8,0.344,115.1
"Thu, Dec 21, 2023",Los Angeles Clippers,Oklahoma City Thunder,29,30,33,23,115,35,29,45,25,134,99.5,0.565,14,27.3,0.108,115.6,99.5,0.678,11.2,17.6,0.184,134.7
"Thu, Dec 21, 2023",Los Angeles Lakers,Minnesota Timberwolves,32,27,24,28,111,36,27,24,31,118,101.2,0.554,16.1,18.4,0.229,109.6,101.2,0.563,12.5,22.5,0.23,116.6
"Thu, Dec 21, 2023",Washington Wizards,Portland Trail Blazers,33,34,26,25,118,24,30,26,37,117,99.2,0.571,10.9,18.4,0.262,118.9,99.2,0.526,13.2,40,0.179,117.9
"Fri, Dec 22, 2023",Toronto Raptors,Philadelphia 76ers,37,21,31,22,111,28,33,32,28,121,100,0.5,10.8,23.9,0.276,111,100,0.614,13.2,7.9,0.229,121
"Fri, Dec 22, 2023",Denver Nuggets,Brooklyn Nets,28,30,30,34,122,28,32,26,31,117,94.8,0.58,5.8,20.5,0.241,128.7,94.8,0.556,9.9,29.8,0.202,123.5
"Fri, Dec 22, 2023",Dallas Mavericks,Houston Rockets,17,22,21,36,96,23,33,33,33,122,107.7,0.381,9.6,21.5,0.188,89.1,107.7,0.542,13.9,26.7,0.2,113.3
"Fri, Dec 22, 2023",Atlanta Hawks,Miami Heat,26,34,26,27,113,33,29,26,34,122,101.2,0.536,12.1,25,0.104,111.6,101.2,0.564,14.6,27.9,0.291,120.5
"Fri, Dec 22, 2023",Washington Wizards,Golden State Warriors,25,36,22,35,118,28,35,38,28,129,102.9,0.51,7.7,17.3,0.196,114.7,102.9,0.577,10.2,31.8,0.175,125.4
"Fri, Dec 22, 2023",Phoenix Suns,Sacramento Kings,30,24,30,21,105,35,30,38,17,120,98.1,0.472,13,33.3,0.25,107,98.1,0.602,12.9,18.9,0.241,122.3
"Sat, Dec 23, 2023",Milwaukee Bucks,New York Knicks,36,26,38,30,130,27,27,33,24,111,100.8,0.615,12.2,28.6,0.198,128.9,100.8,0.489,9.7,21.2,0.215,110.1
"Sat, Dec 23, 2023",Boston Celtics,Los Angeles Clippers,28,40,38,39,145,21,30,30,27,108,96.4,0.654,8.6,37.5,0.234,150.4,96.4,0.522,10.3,20,0.169,112
"Sat, Dec 23, 2023",Denver Nuggets,Charlotte Hornets,25,29,30,18,102,27,33,9,26,95,99.1,0.5,15,26.1,0.133,102.9,99.1,0.432,15.5,26.5,0.216,95.8
"Sat, Dec 23, 2023",Orlando Magic,Indiana Pacers,36,37,20,24,117,27,32,33,18,110,94.2,0.575,14.1,27.8,0.452,124.2,94.2,0.616,14.6,19.4,0.11,116.8
"Sat, Dec 23, 2023",Houston Rockets,New Orleans Pelicans,26,21,32,27,106,24,27,33,20,104,94.7,0.482,11,28.3,0.329,111.9,94.7,0.512,14.4,29.5,0.244,109.8
"Sat, Dec 23, 2023",Memphis Grizzlies,Atlanta Hawks,25,25,40,35,125,32,28,33,26,119,100.4,0.572,10.1,34.9,0.144,124.5,100.4,0.536,9.5,26.5,0.167,118.5
"Sat, Dec 23, 2023",Detroit Pistons,Brooklyn Nets,21,35,26,33,115,32,33,33,28,126,100.1,0.589,13.2,16.2,0.278,114.9,100.1,0.581,10.7,18.9,0.302,125.9
"Sat, Dec 23, 2023",Utah Jazz,Toronto Raptors,31,24,30,41,126,34,37,27,21,119,98.4,0.621,11,22.9,0.143,128.1,98.4,0.548,9.7,26.7,0.17,121
"Sat, Dec 23, 2023",Cleveland Cavaliers,Chicago Bulls,32,25,25,27,109,30,26,16,23,95,94,0.511,11.6,31.9,0.216,116,94,0.488,12,13.2,0.213,101.1
"Sat, Dec 23, 2023",Los Angeles Lakers,Oklahoma City Thunder,36,35,36,22,129,39,20,32,29,120,99,0.611,8.2,20.5,0.211,130.2,99,0.553,8,23.4,0.158,121.2
"Sat, Dec 23, 2023",San Antonio Spurs,Dallas Mavericks,29,37,20,33,119,40,32,45,27,144,108.5,0.52,8.4,16.3,0.173,109.7,108.5,0.635,10.6,24.4,0.17,132.7
"Sat, Dec 23, 2023",Portland Trail Blazers,Golden State Warriors,30,16,31,29,106,23,34,32,37,126,96.9,0.53,11.2,18.2,0.202,109.4,96.9,0.639,16.1,37.1,0.241,130.1
"Sat, Dec 23, 2023",Minnesota Timberwolves,Sacramento Kings,28,31,22,29,110,20,27,23,28,98,95.7,0.563,11.4,17.9,0.138,114.9,95.7,0.482,10.5,18.2,0.188,102.4
"Mon, Dec 25, 2023",Milwaukee Bucks,New York Knicks,27,24,36,35,122,36,26,36,31,129,101.5,0.542,9.4,33.3,0.2,120.2,101.5,0.587,10.4,20.6,0.228,127.1
"Mon, Dec 25, 2023",Golden State Warriors,Denver Nuggets,26,28,35,25,114,29,24,39,28,120,98,0.54,11.8,21.4,0.23,116.3,98,0.573,12.7,25,0.317,122.5
"Mon, Dec 25, 2023",Boston Celtics,Los Angeles Lakers,32,26,41,27,126,23,34,33,25,115,96.7,0.577,7.2,26.8,0.231,130.3,96.7,0.55,10.8,28.3,0.178,118.9
"Mon, Dec 25, 2023",Philadelphia 76ers,Miami Heat,22,27,37,27,113,26,37,23,33,119,102,0.516,7.1,10.4,0.17,110.7,102,0.548,12.3,29.5,0.321,116.6
"Mon, Dec 25, 2023",Dallas Mavericks,Phoenix Suns,36,28,27,37,128,24,30,38,22,114,98.9,0.631,10.2,19.5,0.262,129.4,98.9,0.522,13.7,31.8,0.222,115.2
"Tue, Dec 26, 2023",Brooklyn Nets,Detroit Pistons,25,36,27,30,118,31,23,31,27,112,100.5,0.555,8.2,16.3,0.329,117.4,100.5,0.494,11.9,31.4,0.256,111.4
"Tue, Dec 26, 2023",Orlando Magic,Washington Wizards,33,30,35,29,127,33,27,28,31,119,108,0.591,13.3,15.9,0.183,117.6,108,0.586,17.2,23.3,0.195,110.2
"Tue, Dec 26, 2023",Atlanta Hawks,Chicago Bulls,17,39,29,28,113,28,22,33,35,118,96.1,0.534,14,28.6,0.202,117.6,96.1,0.495,8.6,39.1,0.293,122.8
"Tue, Dec 26, 2023",Indiana Pacers,Houston Rockets,33,31,37,22,123,33,34,23,27,117,100.2,0.64,18,25.6,0.22,122.7,100.2,0.51,9.3,30,0.186,116.7
"Tue, Dec 26, 2023",Memphis Grizzlies,New Orleans Pelicans,24,19,24,36,116,19,29,32,23,115,101.8,0.494,14.7,18.2,0.3,103.2,101.8,0.485,11.9,19.2,0.216,102.3
"Tue, Dec 26, 2023",Minnesota Timberwolves,Oklahoma City Thunder,35,25,31,15,106,40,26,36,27,129,99.4,0.548,21.6,23.5,0.356,106.6,99.4,0.716,14.6,10.3,0.16,129.8
"Tue, Dec 26, 2023",Utah Jazz,San Antonio Spurs,27,37,36,30,130,32,28,33,25,118,101.8,0.579,11.8,30.2,0.211,127.8,101.8,0.531,7.7,24.5,0.143,116
"Tue, Dec 26, 2023",Sacramento Kings,Portland Trail Blazers,33,27,35,18,113,32,35,37,26,130,97.5,0.538,10.7,26.8,0.14,115.9,97.5,0.582,8.6,35.6,0.163,133.3
"Tue, Dec 26, 2023",Charlotte Hornets,Los Angeles Clippers,27,23,30,24,104,26,29,27,31,113,98.2,0.495,9.9,19,0.129,105.9,98.2,0.553,11.9,24.4,0.224,115
"Wed, Dec 27, 2023",Philadelphia 76ers,Orlando Magic,26,26,32,28,112,25,21,29,17,92,96.4,0.521,8.8,26.1,0.125,116.1,96.4,0.449,15.2,20,0.266,95.4
"Wed, Dec 27, 2023",Toronto Raptors,Washington Wizards,31,28,38,35,132,25,25,31,21,102,102.9,0.654,16.8,36.8,0.143,128.3,102.9,0.511,15,20.4,0.111,99.2
"Wed, Dec 27, 2023",Milwaukee Bucks,Brooklyn Nets,32,34,34,44,144,31,28,33,30,122,100.5,0.713,9.2,21.1,0.191,143.2,100.5,0.48,7.3,34,0.248,121.3
"Wed, Dec 27, 2023",Phoenix Suns,Houston Rockets,30,43,31,25,129,24,31,29,29,113,102.4,0.659,16.9,25,0.256,125.9,102.4,0.505,8.6,20,0.167,110.3
"Wed, Dec 27, 2023",New York Knicks,Oklahoma City Thunder,25,35,29,31,120,38,31,24,36,129,99.5,0.585,15.9,27.3,0.293,120.6,99.5,0.622,3.9,8.8,0.189,129.7
"Wed, Dec 27, 2023",Cleveland Cavaliers,Dallas Mavericks,27,27,28,31,113,39,30,21,20,110,98.4,0.527,13.5,37.5,0.174,114.9,98.4,0.5,9.1,15.2,0.25,111.8
"Thu, Dec 28, 2023",Detroit Pistons,Boston Celtics,30,36,16,26,122,27,20,35,26,128,97.5,0.545,14.8,37.3,0.119,113.4,97.5,0.54,9.8,22.4,0.212,118.9
"Thu, Dec 28, 2023",Indiana Pacers,Chicago Bulls,37,26,22,35,120,31,21,25,27,104,100.1,0.618,12.9,15,0.176,119.9,100.1,0.448,7,24.1,0.175,103.9
"Thu, Dec 28, 2023",Dallas Mavericks,Minnesota Timberwolves,26,30,35,19,110,37,24,37,20,118,101.3,0.522,15.5,28.9,0.178,108.6,101.3,0.628,19.8,18.8,0.338,116.5
"Thu, Dec 28, 2023",Utah Jazz,New Orleans Pelicans,37,14,25,29,105,39,20,22,31,112,95,0.494,16.5,37,0.247,110.5,95,0.61,14.5,19.4,0.146,117.9
"Thu, Dec 28, 2023",Memphis Grizzlies,Denver Nuggets,27,21,35,22,105,33,32,41,36,142,98.8,0.489,9.9,21.2,0.202,106.3,98.8,0.677,10.5,32.4,0.125,143.7
"Thu, Dec 28, 2023",Miami Heat,Golden State Warriors,22,36,33,23,114,25,26,25,26,102,97.1,0.538,9,24.4,0.176,117.3,97.1,0.466,11.6,26.1,0.227,105
"Thu, Dec 28, 2023",San Antonio Spurs,Portland Trail Blazers,38,21,28,31,118,14,31,29,31,105,99.4,0.541,10.2,16.7,0.306,118.7,99.4,0.401,10.1,38.6,0.238,105.6
"Thu, Dec 28, 2023",Charlotte Hornets,Los Angeles Lakers,31,26,23,32,112,28,30,41,34,133,107.1,0.559,16.3,17.8,0.2,104.6,107.1,0.613,9.6,12.5,0.144,124.2
"Fri, Dec 29, 2023",New York Knicks,Orlando Magic,29,15,30,34,108,26,29,31,31,117,105.4,0.477,13.9,14.6,0.302,102.5,105.4,0.489,12.3,29.2,0.337,111
"Fri, Dec 29, 2023",Brooklyn Nets,Washington Wizards,25,28,33,18,104,25,29,30,26,110,92.5,0.478,8.9,34,0.187,112.5,92.5,0.588,6.9,18.2,0.033,119
